timestamp,sensorPosition,data_type_name,unit_type,units,value,latitude,longitude,configuration_checksum
2026-03-02T00:05:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.04,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,8.97,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.17,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,4.273,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.105,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,3,bm_do_quality_mean_10bits,quality_ratio,unitless,0.92,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.15,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.0200000000000005,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.705,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,3,bm_do_salinity_mean_13bits,mass_ratio,parts per thousand,35.0,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,3,bm_do_saturation_pct_mean_18bits,percentage,%,97.434,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,2.109,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:05:11.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.4725333,-70.36055,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.094,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.0300000000000002,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,6.48,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.12,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,4.116,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.75,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,3,bm_do_saturation_pct_mean_18bits,percentage,%,97.5,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.725,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,3,bm_do_quality_mean_10bits,quality_ratio,unitless,0.92,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,3,bm_do_salinity_mean_13bits,mass_ratio,parts per thousand,35.0,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,2.088,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.0,43.4725333,-70.3605667,0x5e54227b
2026-03-02T00:35:11.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,4.282,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.0200000000000005,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,3.97,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.24,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,4.0,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.14400000000000002,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.12,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.02,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.713000000000001,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,3,bm_do_quality_mean_10bits,quality_ratio,unitless,0.92,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,3,bm_do_salinity_mean_13bits,mass_ratio,parts per thousand,35.0,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,3,bm_do_saturation_pct_mean_18bits,percentage,%,97.337,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,2.088,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:05:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.0300000000000002,43.4725333,-70.3605667,0x5e54227b
2026-03-02T01:35:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,5.01,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.53,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.12,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,3.982,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.28,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.02,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,1.9800000000000004,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.665000000000001,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,3,bm_do_quality_mean_10bits,quality_ratio,unitless,0.92,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,3,bm_do_salinity_mean_13bits,mass_ratio,parts per thousand,35.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,3,bm_do_saturation_pct_mean_18bits,percentage,%,96.781,43.47255,-70.3605333,0x5e54227b
2026-03-02T01:35:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,2.056,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.705,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,1.9800000000000004,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,1.87,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.07,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.11,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,3.536,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,3.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.765,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,3,bm_do_quality_mean_10bits,quality_ratio,unitless,0.92,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,3,bm_do_salinity_mean_13bits,mass_ratio,parts per thousand,35.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,3,bm_do_saturation_pct_mean_18bits,percentage,%,97.60900000000001,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,2.056,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:05:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,1.9500000000000002,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.333,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,1.96,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,3.91,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.5,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_reading_count_10bits,reading_count,count,4.0,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.1,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,2.625,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,3,bm_do_mg_per_l_mean_17bits,mass_concentration,mg/L,10.687,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,1.9299999999999997,43.47255,-70.3605333,0x5e54227b
2026-03-02T02:35:11.000Z,3,bm_do_temperature_mean_16bits,temperature,°C,1.9920000000000002,43.47255,-70.3605333,0x5e54227b
