Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1788739200,hdr,43.472854,-70.359763,0.501,10.24,4.428,83.568,37.136,86.088,44.25,4.71,69,0.029296875,0.126953125,0.272,10.305,85.202,48.209,0.126953125,0.80078125,0.421,3.576,86.864,43.957
1788739500,embedded,43.4728667,-70.3597167,0.49,10.24,4.48,80.491,37.4,84.572,46.432,4.0,80,,,,,,,,,,,,
1788740100,hdr,43.4728568,-70.3597048,0.483,9.309,4.519,79.256,43.017,85.552,43.107,4.47,99,0.029296875,0.126953125,0.287,10.007,85.389,46.998,0.126953125,0.80078125,0.388,3.48,85.439,42.499
1788741000,hdr,43.472865,-70.3597002,0.435,10.24,4.32,79.668,37.562,83.99,42.321,4.11,89,0.029296875,0.126953125,0.242,10.332,83.943,49.071,0.126953125,0.80078125,0.361,3.425,83.543,41.244
1788741300,embedded,43.4728667,-70.3597,0.45,9.3,4.42,85.769,43.217,85.938,46.109,4.0,91,,,,,,,,,,,,
1788741900,hdr,43.4728887,-70.3596798,0.463,9.309,4.693,88.399,37.586,89.806,41.047,3.42,98,0.029296875,0.126953125,0.273,10.108,90.85,46.905,0.126953125,0.80078125,0.375,3.656,89.417,39.361
1788743100,embedded,43.4728833,-70.3596667,0.44,9.3,4.78,86.904,41.154,86.689,43.57,3.2,97,,,,,,,,,,,,
1788743700,hdr,43.472898,-70.3596653,0.451,9.309,5.043,83.956,41.236,85.406,40.252,2.62,96,0.029296875,0.126953125,0.272,10.015,84.312,47.607,0.126953125,0.80078125,0.359,3.921,86.179,36.848
1788744600,hdr,43.4729103,-70.3596775,0.415,11.378,5.129,91.95,34.786,88.097,39.926,3.08,93,0.029296875,0.126953125,0.259,10.67,90.441,44.483,0.126953125,0.80078125,0.325,3.854,86.76,38.071
1788744900,embedded,43.4729,-70.3596667,0.43,9.3,5.14,83.643,40.477,85.007,42.1,2.4,85,,,,,,,,,,,,
