Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1789171200,hdr,43.472821,-70.3597687,0.151,10.24,6.634,77.598,40.93,77.645,55.013,0.09,93,0.029296875,0.126953125,0.104,12.957,84.912,60.917,0.126953125,0.80078125,0.11,4.621,72.601,50.401
1789171500,embedded,43.4728,-70.35975,0.15,7.32,6.46,63.359,47.361,72.739,59.112,0.0,91,,,,,,,,,,,,
1789172100,hdr,43.4728162,-70.3597812,0.161,10.24,6.399,78.225,37.378,77.528,50.833,0.12,93,0.029296875,0.126953125,0.108,11.548,75.906,58.158,0.126953125,0.80078125,0.119,4.679,77.955,48.12
1789173000,hdr,43.4728322,-70.3597953,0.15,7.314,6.25,81.832,34.483,79.51,49.598,0.13,127,0.029296875,0.126953125,0.091,11.503,68.308,62.326,0.126953125,0.80078125,0.119,4.922,83.309,42.307
1789173300,embedded,43.4728,-70.3598,0.16,7.32,6.2,85.463,38.127,79.573,52.979,0.0,125,,,,,,,,,,,,
1789173900,hdr,43.4728278,-70.359829,0.153,10.24,6.57,73.999,35.94,84.845,46.314,0.1,138,0.029296875,0.126953125,0.098,10.945,77.284,53.95,0.126953125,0.80078125,0.118,5.151,89.8,43.712
1789175100,embedded,43.4728167,-70.3598333,0.17,8.54,6.7,85.338,45.437,83.986,53.189,0.0,131,,,,,,,,,,,,
1789175700,hdr,43.4728188,-70.3598428,0.167,6.827,6.166,80.666,42.469,84.051,48.165,0.11,81,0.029296875,0.126953125,0.091,9.844,81.223,52.145,0.126953125,0.80078125,0.14,5.324,85.282,48.807
1789176600,hdr,43.4728175,-70.3598348,0.161,7.877,6.176,86.147,46.101,82.999,51.962,0.14,173,0.029296875,0.126953125,0.088,10.969,77.291,60.959,0.126953125,0.80078125,0.135,5.206,83.812,47.983
1789176900,embedded,43.4728167,-70.3598333,0.17,8.54,6.26,80.357,43.491,82.899,52.191,0.0,160,,,,,,,,,,,,
1789177500,hdr,43.4728227,-70.3598405,0.172,8.533,6.613,83.412,49.713,84.985,49.017,0.11,94,0.029296875,0.126953125,0.108,10.173,80.708,57.591,0.126953125,0.80078125,0.134,5.382,85.464,45.863
1789178400,hdr,43.4728127,-70.359844,0.171,7.314,6.593,80.397,43.532,82.785,54.094,0.11,100,0.029296875,0.126953125,0.096,11.91,74.42,66.332,0.126953125,0.80078125,0.142,5.462,84.597,47.525
1789178700,embedded,43.4728167,-70.3598333,0.17,8.54,6.52,84.681,50.497,83.75,54.492,0.0,120,,,,,,,,,,,,
1789179300,hdr,43.4728137,-70.3598215,0.166,7.314,6.286,93.591,40.638,90.744,46.987,0.13,256,0.029296875,0.126953125,0.085,10.316,87.971,56.848,0.126953125,0.80078125,0.143,5.516,91.745,44.512
1789180200,hdr,43.4728118,-70.3598195,0.167,7.314,6.504,91.092,38.204,89.188,53.7,0.09,96,0.029296875,0.126953125,0.09,12.113,84.841,68.012,0.126953125,0.80078125,0.14,5.449,89.969,46.865
1789180500,embedded,43.4728167,-70.3598167,0.17,6.4,6.44,92.723,39.582,89.488,54.51,0.0,91,,,,,,,,,,,,
1789181100,hdr,43.472786,-70.359792,0.174,7.314,6.688,93.123,44.242,92.588,53.961,0.1,134,0.029296875,0.126953125,0.101,11.604,91.009,67.811,0.126953125,0.80078125,0.141,5.488,94.131,47.59
1789182000,hdr,43.472788,-70.3598045,0.177,7.877,6.948,93.529,38.26,90.806,54.155,0.16,176,0.029296875,0.126953125,0.104,11.827,104.922,66.519,0.126953125,0.80078125,0.144,5.717,87.897,49.799
1789182300,embedded,43.4727833,-70.3598,0.18,7.88,6.74,97.04,34.987,94.12,59.401,0.0,188,,,,,,,,,,,,
1789182900,hdr,43.4728017,-70.359791,0.184,7.877,6.827,102.1,40.119,95.028,57.158,0.15,176,0.029296875,0.126953125,0.114,11.851,91.804,69.669,0.126953125,0.80078125,0.144,5.404,95.974,50.046
1789183800,hdr,43.4727937,-70.359785,0.169,6.827,6.006,85.08,37.681,92.569,50.971,0.15,133,0.029296875,0.126953125,0.089,10.402,91.513,63.611,0.126953125,0.80078125,0.143,5.161,92.141,47.459
1789184100,embedded,43.4727833,-70.3597833,0.18,7.88,6.66,98.054,41.905,93.6,60.009,0.0,188,,,,,,,,,,,,
1789184700,hdr,43.472788,-70.3597495,0.187,8.533,6.624,96.669,48.108,95.434,56.589,0.17,135,0.029296875,0.126953125,0.124,11.847,91.878,67.158,0.126953125,0.80078125,0.14,4.918,97.77,50.274
1789185600,hdr,43.4727903,-70.3597438,0.18,8.533,5.202,96.753,48.39,95.235,58.689,0.19,109,0.029296875,0.126953125,0.104,11.728,75.763,69.658,0.126953125,0.80078125,0.147,4.077,97.823,54.308
1789185900,embedded,43.4727833,-70.3597167,0.19,7.88,5.66,98.639,43.193,93.278,62.226,0.0,91,,,,,,,,,,,,
1789186500,hdr,43.4727907,-70.359722,0.194,6.827,6.06,82.994,41.929,95.558,60.88,0.2,144,0.029296875,0.126953125,0.12,13.585,120.404,75.408,0.126953125,0.80078125,0.152,4.514,91.351,50.109
1789187400,hdr,43.4728093,-70.3596962,0.186,7.877,6.308,103.099,46.608,107.833,61.082,0.17,124,0.029296875,0.126953125,0.121,13.68,131.924,71.385,0.126953125,0.80078125,0.142,4.526,101.285,51.518
1789187700,embedded,43.4728,-70.3596833,0.18,25.6,6.18,206.687,72.266,102.729,64.631,0.0,131,,,,,,,,,,,,
1789188300,hdr,43.4728057,-70.3596688,0.178,7.314,6.08,86.075,38.329,91.094,54.531,0.17,90,0.029296875,0.126953125,0.108,11.208,105.182,67.759,0.126953125,0.80078125,0.14,4.776,87.719,46.852
1789189200,hdr,43.4728158,-70.3596532,0.171,6.827,5.554,95.838,32.048,93.515,50.615,0.15,92,0.029296875,0.126953125,0.089,10.995,91.042,65.584,0.126953125,0.80078125,0.146,4.695,94.596,45.046
1789189500,embedded,43.4728167,-70.35965,0.18,7.88,5.82,91.458,38.98,91.983,56.8,0.0,91,,,,,,,,,,,,
1789190100,hdr,43.4728272,-70.3596475,0.161,6.4,5.642,93.074,38.581,92.886,50.475,0.12,90,0.029296875,0.126953125,0.08,10.739,93.776,65.639,0.126953125,0.80078125,0.139,4.87,91.729,46.46
1789191000,hdr,43.4728297,-70.359642,0.169,8.533,6.437,86.625,47.059,88.296,54.128,0.13,95,0.029296875,0.126953125,0.11,11.424,88.374,65.762,0.126953125,0.80078125,0.129,4.879,88.971,48.238
1789191300,embedded,43.4728167,-70.35965,0.16,8.54,6.04,88.833,46.428,89.771,57.881,0.0,80,,,,,,,,,,,,
1789191900,hdr,43.4728303,-70.3596357,0.174,8.533,6.705,93.628,37.324,87.639,53.503,0.13,80,0.029296875,0.126953125,0.109,12.467,80.633,63.881,0.126953125,0.80078125,0.136,5.169,90.096,47.047
1789192800,hdr,43.4728413,-70.3596213,0.171,8.533,6.679,95.845,45.663,84.811,55.632,0.12,78,0.029296875,0.126953125,0.11,12.128,69.051,69.338,0.126953125,0.80078125,0.131,5.083,87.603,46.618
1789193100,embedded,43.4728333,-70.3596,0.17,8.54,6.6,95.993,42.081,87.884,60.094,0.0,80,,,,,,,,,,,,
1789193700,hdr,43.4728567,-70.3596087,0.153,6.4,6.08,89.973,34.002,92.165,54.613,0.14,89,0.029296875,0.126953125,0.085,12.718,102.461,72.476,0.126953125,0.80078125,0.127,4.929,91.172,45.828
1789194600,hdr,43.472864,-70.3595942,0.16,7.314,6.37,103.285,36.952,90.848,49.294,0.12,88,0.029296875,0.126953125,0.089,11.98,73.524,63.478,0.126953125,0.80078125,0.133,5.257,94.423,42.471
1789194900,embedded,43.4728333,-70.3596,0.16,6.4,6.24,90.736,32.732,90.11,56.761,0.0,74,,,,,,,,,,,,
1789195500,hdr,43.4728545,-70.3595862,0.18,6.827,6.931,83.989,37.78,88.694,60.221,0.14,137,0.029296875,0.126953125,0.121,13.203,59.211,71.323,0.126953125,0.80078125,0.134,4.99,94.883,50.916
1789196400,hdr,43.4728582,-70.3595813,0.18,6.827,6.807,92.001,40.451,81.269,62.8,0.14,88,0.029296875,0.126953125,0.119,12.715,57.702,71.566,0.126953125,0.80078125,0.135,4.991,87.611,56.03
1789196700,embedded,43.47285,-70.3595667,0.18,6.82,6.86,84.556,40.338,77.383,65.599,0.0,97,,,,,,,,,,,,
