Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1788652800,hdr,43.4728418,-70.3596292,0.48,6.4,4.829,94.847,31.503,92.608,44.526,3.03,71,0.029296875,0.126953125,0.15,9.958,86.532,54.121,0.126953125,0.80078125,0.456,4.576,90.645,45.169
1788653100,embedded,43.4728333,-70.3596167,0.47,6.02,4.74,99.62,39.659,88.511,48.65,2.4,74,,,,,,,,,,,,
1788653700,hdr,43.4728478,-70.3596217,0.487,6.4,4.712,89.838,31.535,86.492,44.065,2.93,70,0.029296875,0.126953125,0.12,10.004,76.671,61.07,0.126953125,0.80078125,0.472,4.555,85.264,44.222
1788654600,hdr,43.4728462,-70.359613,0.476,4.876,4.358,98.653,46.409,86.539,46.664,3.23,73,0.029296875,0.126953125,0.142,10.37,84.151,55.502,0.126953125,0.80078125,0.455,4.125,84.697,47.214
1788654900,embedded,43.4728333,-70.3596167,0.47,6.4,4.52,94.286,36.424,84.472,48.662,2.8,74,,,,,,,,,,,,
1788655500,hdr,43.4728353,-70.359615,0.488,4.876,4.423,94.493,54.085,85.994,48.214,3.01,69,0.029296875,0.126953125,0.13,10.994,81.366,62.381,0.126953125,0.80078125,0.47,4.23,84.621,47.853
1788656700,embedded,43.4728167,-70.3596,0.47,4.88,4.32,95.105,49.544,84.394,48.59,2.8,68,,,,,,,,,,,,
1788657300,hdr,43.4728213,-70.3596148,0.43,4.876,4.242,94.71,49.315,85.394,46.7,2.48,74,0.029296875,0.126953125,0.133,11.032,85.989,59.599,0.126953125,0.80078125,0.409,3.981,84.615,45.833
1788658200,hdr,43.4728153,-70.359618,0.429,5.12,4.458,86.128,40.172,81.449,43.915,2.07,74,0.029296875,0.126953125,0.157,11.642,69.017,58.222,0.126953125,0.80078125,0.399,4.071,82.894,42.209
1788658500,embedded,43.4728167,-70.3596,0.43,4.88,4.42,79.512,47.584,83.099,47.879,2.0,74,,,,,,,,,,,,
1788659100,hdr,43.4728182,-70.35962,0.398,4.655,4.333,92.002,46.211,82.874,45.743,1.71,84,0.029296875,0.126953125,0.136,11.658,76.035,64.301,0.126953125,0.80078125,0.374,3.998,83.354,43.25
1788660000,hdr,43.4728173,-70.3596175,0.415,4.452,4.371,81.577,39.44,77.4,40.968,2.12,77,0.029296875,0.126953125,0.143,12.278,58.295,59.416,0.126953125,0.80078125,0.39,4.021,79.032,38.175
1788660300,embedded,43.4728,-70.3596167,0.41,6.02,4.36,76.041,28.146,78.821,46.506,2.0,80,,,,,,,,,,,,
1788660900,hdr,43.4728065,-70.3596143,0.386,6.023,4.202,72.919,25.287,78.777,43.252,1.89,82,0.029296875,0.126953125,0.121,11.355,80.759,60.787,0.126953125,0.80078125,0.366,3.931,79.056,41.753
1788661800,hdr,43.4728048,-70.3596165,0.38,4.452,4.148,78.35,42.985,81.054,44.744,2.68,84,0.029296875,0.126953125,0.151,12.174,81.631,56.438,0.126953125,0.80078125,0.349,3.691,81.449,43.232
1788662100,embedded,43.4728,-70.3596167,0.38,4.26,4.14,82.421,42.961,79.788,47.897,2.0,85,,,,,,,,,,,,
1788662700,hdr,43.4728052,-70.3596208,0.38,4.876,4.224,64.276,25.951,76.521,42.366,1.94,80,0.029296875,0.126953125,0.157,11.463,79.192,55.606,0.126953125,0.80078125,0.346,3.739,76.135,40.215
1788663600,hdr,43.472805,-70.3596253,0.335,4.267,3.988,75.054,31.478,80.118,42.444,1.93,92,0.029296875,0.126953125,0.142,11.026,69.358,55.858,0.126953125,0.80078125,0.304,3.498,81.546,39.996
1788663900,embedded,43.4727833,-70.3596333,0.36,4.26,4.08,73.0,36.018,78.542,46.6,1.6,97,,,,,,,,,,,,
1788664500,hdr,43.472776,-70.3596595,0.349,3.938,3.724,84.268,37.475,82.983,44.643,1.96,96,0.029296875,0.126953125,0.15,11.461,71.823,59.988,0.126953125,0.80078125,0.315,3.232,84.407,41.494
1788665400,hdr,43.4727757,-70.359675,0.349,4.096,3.372,82.641,29.557,81.763,47.088,2.98,83,0.029296875,0.126953125,0.132,12.305,72.979,59.896,0.126953125,0.80078125,0.323,3.004,82.627,44.841
1788665700,embedded,43.4727667,-70.3596667,0.34,4.1,3.44,85.033,31.718,80.428,52.019,2.4,91,,,,,,,,,,,,
1788666300,hdr,43.4727768,-70.3596752,0.355,3.793,3.363,83.953,26.947,80.797,47.744,2.95,83,0.029296875,0.126953125,0.146,12.565,79.897,62.044,0.126953125,0.80078125,0.323,2.927,80.663,45.004
1788667200,hdr,43.4727803,-70.3596808,0.33,3.938,3.204,90.253,30.605,85.406,45.896,3.28,87,0.029296875,0.126953125,0.122,11.656,76.342,62.535,0.126953125,0.80078125,0.306,2.874,86.032,43.38
1788667500,embedded,43.4727833,-70.3596667,0.34,3.94,3.3,88.216,31.599,82.957,51.885,2.8,80,,,,,,,,,,,,
1788668100,hdr,43.4727882,-70.3597188,0.345,4.096,3.378,94.836,28.069,86.89,44.91,3.32,93,0.029296875,0.126953125,0.153,11.179,76.623,59.105,0.126953125,0.80078125,0.309,2.883,88.112,42.953
1788669000,hdr,43.4727962,-70.3597227,0.343,9.309,3.593,62.753,44.584,86.895,47.966,3.22,87,0.029296875,0.126953125,0.172,11.423,73.615,59.405,0.126953125,0.80078125,0.297,2.923,89.934,45.919
1788669300,embedded,43.4727833,-70.3597167,0.34,10.24,3.46,67.338,43.416,85.527,52.729,3.2,91,,,,,,,,,,,,
1788669900,hdr,43.4728025,-70.3596998,0.331,10.24,3.727,60.682,40.278,86.183,50.013,4.0,91,0.029296875,0.126953125,0.174,12.53,69.583,59.788,0.126953125,0.80078125,0.281,2.933,89.979,46.171
1788670800,hdr,43.4728248,-70.3597108,0.306,8.533,3.745,68.523,37.869,83.057,45.02,3.05,89,0.029296875,0.126953125,0.15,10.801,71.298,55.01,0.126953125,0.80078125,0.267,3.101,85.003,42.673
1788671100,embedded,43.4728167,-70.3596833,0.32,10.24,3.86,70.836,40.239,82.0,50.535,2.8,97,,,,,,,,,,,,
1788671700,hdr,43.4728148,-70.3596808,0.322,10.24,3.821,70.544,34.35,82.338,45.804,3.22,85,0.029296875,0.126953125,0.166,10.906,70.974,50.476,0.126953125,0.80078125,0.276,3.093,85.299,45.528
1788672600,hdr,43.4727987,-70.3596977,0.295,10.24,3.775,72.433,43.529,82.55,48.43,2.74,81,0.029296875,0.126953125,0.154,11.236,73.115,54.041,0.126953125,0.80078125,0.251,3.021,84.793,47.095
1788672900,embedded,43.4728167,-70.3597,0.3,9.3,3.76,72.528,41.649,79.543,51.729,2.8,85,,,,,,,,,,,,
1788673500,hdr,43.4728028,-70.3597368,0.294,8.533,3.808,62.127,40.356,80.043,50.502,2.09,88,0.029296875,0.126953125,0.155,11.2,62.457,58.586,0.126953125,0.80078125,0.249,3.036,83.803,47.102
1788674400,hdr,43.472799,-70.3597503,0.322,10.24,4.211,69.8,35.18,79.298,47.235,2.33,85,0.029296875,0.126953125,0.193,10.702,66.962,50.789,0.126953125,0.80078125,0.258,3.15,84.732,46.526
1788674700,embedded,43.4727833,-70.3597333,0.31,9.3,4.1,76.777,41.71,77.461,53.022,2.0,91,,,,,,,,,,,,
1788675300,hdr,43.4727997,-70.359799,0.325,7.877,3.982,81.797,36.279,84.876,51.761,2.55,91,0.029296875,0.126953125,0.178,11.461,76.643,56.937,0.126953125,0.80078125,0.272,3.109,86.138,49.924
1788676200,hdr,43.4728173,-70.3598205,0.338,10.24,4.094,76.511,40.549,83.85,48.053,2.33,82,0.029296875,0.126953125,0.191,10.773,77.905,54.645,0.126953125,0.80078125,0.279,3.172,85.513,46.703
1788676500,embedded,43.4728,-70.3598167,0.33,9.3,4.04,75.088,40.955,81.384,52.056,2.4,80,,,,,,,,,,,,
1788677100,hdr,43.4728365,-70.3598645,0.32,7.877,3.526,78.349,34.633,85.559,48.551,2.04,81,0.029296875,0.126953125,0.142,10.498,72.503,55.436,0.126953125,0.80078125,0.287,3.032,87.676,47.329
