Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1788307200,hdr,43.4729343,-70.3596613,0.204,2.926,3.055,60.965,38.185,68.027,46.446,1.69,50,0.029296875,0.126953125,0.078,12.391,84.935,52.05,0.126953125,0.80078125,0.189,2.704,65.414,45.142
1788307500,embedded,43.4729333,-70.35965,0.21,2.92,2.96,62.351,35.423,68.229,46.214,2.0,62,,,,,,,,,,,,
1788308100,hdr,43.4729347,-70.3596622,0.191,2.926,3.244,64.456,34.569,65.415,45.731,1.56,53,0.029296875,0.126953125,0.091,12.824,75.106,52.12,0.126953125,0.80078125,0.169,2.669,63.008,43.5
1788309000,hdr,43.4729413,-70.3596582,0.179,2.768,3.042,65.446,37.073,71.582,45.424,1.35,64,0.029296875,0.126953125,0.067,11.95,84.622,56.656,0.126953125,0.80078125,0.166,2.715,70.172,43.475
1788309300,embedded,43.4729333,-70.35965,0.18,2.92,3.16,66.754,38.204,70.55,48.221,1.2,62,,,,,,,,,,,,
1788309900,hdr,43.4729265,-70.3597633,0.173,3.012,3.128,72.254,37.299,73.169,44.191,1.36,66,0.029296875,0.126953125,0.073,11.64,73.184,48.427,0.126953125,0.80078125,0.156,2.694,73.318,43.415
1788311100,embedded,43.4729,-70.3598,0.18,2.92,3.2,71.459,33.105,74.066,45.318,1.2,74,,,,,,,,,,,,
1788311700,hdr,43.4729277,-70.359761,0.169,2.844,3.111,73.487,31.27,73.574,42.754,1.33,77,0.029296875,0.126953125,0.064,11.255,81.335,52.324,0.126953125,0.80078125,0.157,2.78,72.9,41.334
1788312600,hdr,43.4728952,-70.3598038,0.167,2.844,3.072,76.547,33.24,74.612,40.585,1.32,70,0.029296875,0.126953125,0.06,10.834,78.6,48.122,0.126953125,0.80078125,0.155,2.771,74.351,39.914
1788312900,embedded,43.4728833,-70.3597833,0.17,2.84,3.1,75.735,33.101,75.606,45.532,1.2,68,,,,,,,,,,,,
1788313500,hdr,43.4728923,-70.3598217,0.164,12.799,3.404,70.06,33.3,79.677,42.48,0.97,86,0.029296875,0.126953125,0.08,11.785,71.579,41.94,0.126953125,0.80078125,0.143,2.783,82.045,42.235
1788314400,hdr,43.4728832,-70.3598282,0.154,3.103,3.113,81.163,29.022,82.986,44.268,1.11,84,0.029296875,0.126953125,0.06,11.511,73.269,52.946,0.126953125,0.80078125,0.142,2.755,84.22,43.025
1788314700,embedded,43.4728667,-70.35985,0.16,3.1,3.3,84.69,28.454,81.184,46.569,0.8,85,,,,,,,,,,,,
