Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1789776000,hdr,43.4728465,-70.3596157,0.297,7.877,3.964,76.607,36.991,75.953,54.235,2.04,82.0,0.029296875,0.126953125,0.172,11.532,81.518,60.301,0.126953125,0.80078125,0.241,2.971,74.018,51.46
1789776300,embedded,43.47285,-70.3596,0.3,7.88,3.94,79.629,39.677,79.046,57.647,2.4,80.0,,,,,,,,,,,,
1789776900,hdr,43.4728472,-70.3595973,0.257,12.799,4.309,93.262,27.835,84.126,50.718,0.99,73.0,0.029296875,0.126953125,0.168,11.876,93.214,51.362,0.126953125,0.80078125,0.194,2.918,78.053,52.112
1789777800,hdr,43.4728505,-70.3596067,0.262,11.378,4.205,74.718,44.771,80.094,57.482,0.88,72.0,0.029296875,0.126953125,0.163,12.785,79.159,64.701,0.126953125,0.80078125,0.205,2.955,79.946,54.147
1789778100,embedded,43.47285,-70.3596,0.27,11.38,4.48,82.617,40.265,81.184,58.165,0.8,80.0,,,,,,,,,,,,
1789778700,hdr,43.4728715,-70.3596048,0.271,11.378,4.866,81.991,44.898,76.924,56.922,0.68,76.0,0.029296875,0.126953125,0.188,13.453,76.091,62.303,0.126953125,0.80078125,0.195,3.053,78.283,49.994
1789779900,embedded,43.47285,-70.3596,0.24,11.38,4.84,71.388,44.278,76.285,56.886,0.4,80,,,,,,,,,,,,
1789780500,hdr,43.4728398,-70.3596023,0.244,7.877,5.299,66.268,38.409,75.933,51.62,0.55,72,0.029296875,0.126953125,0.157,11.727,81.157,59.423,0.126953125,0.80078125,0.186,3.819,73.566,47.904
1789781400,hdr,43.472825,-70.3595953,0.251,11.378,4.766,57.674,33.435,69.124,51.941,0.45,58,0.029296875,0.126953125,0.175,12.06,63.312,52.469,0.126953125,0.80078125,0.18,3.042,76.536,53.864
1789781700,embedded,43.4728167,-70.3596,0.25,11.38,4.74,65.891,38.405,73.26,55.382,0.8,62,,,,,,,,,,,,
1789782300,hdr,43.4728373,-70.3595898,0.23,11.378,3.118,76.419,52.293,67.99,60.406,1.81,47,0.029296875,0.126953125,0.127,11.599,77.858,59.377,0.126953125,0.80078125,0.191,2.354,65.413,60.686
1789783200,hdr,43.4728257,-70.3596077,0.244,11.378,3.617,66.383,45.117,69.618,56.379,2.03,51,0.029296875,0.126953125,0.139,12.571,74.903,63.263,0.126953125,0.80078125,0.2,2.692,69.429,53.986
1789783500,embedded,43.4728167,-70.3596,0.24,11.38,3.44,73.456,47.546,70.938,59.985,2.0,51,,,,,,,,,,,,
1789784100,hdr,43.4728387,-70.359602,0.264,12.799,3.394,60.734,47.081,60.122,57.927,2.91,55,0.029296875,0.126953125,0.158,11.983,58.131,56.137,0.126953125,0.80078125,0.212,2.428,61.061,60.153
1789785000,hdr,43.4728542,-70.359621,0.268,12.799,3.07,73.468,43.377,71.239,55.901,4.23,62,0.029296875,0.126953125,0.138,12.277,84.405,60.284,0.126953125,0.80078125,0.23,2.415,68.565,55.136
1789785300,embedded,43.47285,-70.3596167,0.27,12.8,3.16,64.527,43.531,66.895,58.945,4.0,57,,,,,,,,,,,,
1789785900,hdr,43.4728343,-70.359656,0.29,12.799,3.348,75.288,41.259,65.999,53.129,6.64,58,0.029296875,0.126953125,0.162,12.574,63.966,58.712,0.126953125,0.80078125,0.241,2.517,67.048,52.375
1789786800,hdr,43.4728735,-70.3596438,0.259,12.799,3.395,71.465,47.038,72.626,56.472,4.16,63,0.029296875,0.126953125,0.154,12.66,70.606,53.837,0.126953125,0.80078125,0.208,2.417,75.527,58.117
1789787100,embedded,43.4728667,-70.3596333,0.27,11.38,3.42,69.709,43.183,70.292,58.037,4.4,57,,,,,,,,,,,,
1789787700,hdr,43.472856,-70.3596863,0.246,11.378,3.523,75.472,38.787,73.24,54.717,2.05,58,0.029296875,0.126953125,0.144,12.41,80.467,59.499,0.126953125,0.80078125,0.199,2.559,72.423,54.558
1789788600,hdr,43.4728623,-70.3597282,0.245,12.799,3.233,77.755,47.933,74.062,57.489,3.37,62,0.029296875,0.126953125,0.143,12.588,76.687,60.219,0.126953125,0.80078125,0.199,2.341,74.192,58.156
1789788900,embedded,43.4728667,-70.3596833,0.25,12.8,3.38,70.702,44.524,71.332,59.817,3.6,57,,,,,,,,,,,,
1789789500,hdr,43.4729387,-70.3596908,0.255,12.799,3.733,81.824,41.203,66.518,54.908,3.21,34,0.029296875,0.126953125,0.158,12.731,81.323,58.169,0.126953125,0.80078125,0.2,2.594,60.616,53.863
1789790400,hdr,43.4729087,-70.3596612,0.254,12.799,4.133,75.265,37.466,71.803,49.495,3.29,47,0.029296875,0.126953125,0.166,12.41,81.049,52.126,0.126953125,0.80078125,0.193,2.772,67.12,48.196
1789790700,embedded,43.4729,-70.35965,0.25,12.8,3.84,78.544,40.268,73.956,54.462,2.8,45,,,,,,,,,,,,
1789791300,hdr,43.4729028,-70.3596093,0.226,11.378,3.799,73.893,41.736,72.452,51.299,1.27,59,0.029296875,0.126953125,0.138,11.881,72.248,54.668,0.126953125,0.80078125,0.179,2.705,73.649,50.489
1789792200,hdr,43.4729062,-70.3596532,0.209,11.378,3.598,74.672,39.813,70.817,52.0,0.86,70,0.029296875,0.126953125,0.117,11.718,73.357,59.115,0.126953125,0.80078125,0.173,2.736,69.725,49.756
1789792500,embedded,43.4729,-70.35965,0.21,12.8,3.68,67.692,46.031,71.127,55.796,0.8,68,,,,,,,,,,,,
1789793100,hdr,43.4728383,-70.3596928,0.189,7.314,3.798,62.562,50.11,71.622,57.442,0.71,71,0.029296875,0.126953125,0.114,13.197,64.47,63.743,0.126953125,0.80078125,0.151,2.701,73.474,53.439
