Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1789084800,hdr,43.4728835,-70.359828,0.213,5.689,4.789,77.047,33.438,84.297,46.684,0.27,103,0.029296875,0.126953125,0.1,11.245,84.748,58.33,0.126953125,0.80078125,0.188,4.112,84.357,44.129
1789085100,embedded,43.4728833,-70.3598167,0.21,5.68,4.82,82.682,33.522,83.594,53.706,0.4,80,,,,,,,,,,,,
1789085700,hdr,43.4728955,-70.3598327,0.208,6.023,5.624,102.389,27.514,89.785,44.544,0.23,93,0.029296875,0.126953125,0.106,11.406,84.436,59.048,0.126953125,0.80078125,0.179,4.774,91.395,38.793
1789086600,hdr,43.4728902,-70.3598303,0.218,6.023,5.624,90.854,30.336,89.703,43.297,0.23,97,0.029296875,0.126953125,0.105,10.134,78.812,55.35,0.126953125,0.80078125,0.191,4.96,92.664,41.596
1789086900,embedded,43.4728833,-70.3598167,0.22,6.02,5.7,93.921,28.986,90.507,47.054,0.4,91,,,,,,,,,,,,
1789087500,hdr,43.4728763,-70.3598267,0.215,7.314,5.942,90.361,30.823,88.172,44.012,0.25,69,0.029296875,0.126953125,0.108,11.438,78.082,57.018,0.126953125,0.80078125,0.185,5.106,90.721,38.396
1789088700,embedded,43.47285,-70.3598167,0.22,7.88,6.04,94.213,37.562,90.419,46.712,0.0,80,,,,,,,,,,,,
1789089300,hdr,43.4728565,-70.3598282,0.241,6.023,5.982,88.327,30.204,92.922,40.527,0.28,103,0.029296875,0.126953125,0.117,9.954,86.718,50.903,0.126953125,0.80078125,0.211,5.329,94.787,37.636
1789090200,hdr,43.4728467,-70.3598033,0.228,7.877,5.895,92.076,31.819,93.627,40.596,0.24,89,0.029296875,0.126953125,0.11,9.779,88.101,50.747,0.126953125,0.80078125,0.2,5.261,94.976,37.917
1789090500,embedded,43.47285,-70.3598,0.25,6.4,5.96,95.83,27.44,93.895,41.802,0.4,91,,,,,,,,,,,,
1789091100,hdr,43.4728538,-70.3598188,0.257,6.4,6.004,99.237,24.75,97.003,40.585,0.39,99,0.029296875,0.126953125,0.098,12.175,100.833,67.222,0.126953125,0.80078125,0.238,5.529,96.547,34.442
1789092000,hdr,43.4728707,-70.3598217,0.245,6.4,5.718,86.246,33.826,90.08,41.548,0.31,92,0.029296875,0.126953125,0.095,10.105,86.67,59.624,0.126953125,0.80078125,0.226,5.307,90.324,38.94
1789092300,embedded,43.4728667,-70.3598167,0.25,6.4,5.88,93.187,32.011,93.934,45.555,0.4,91,,,,,,,,,,,,
1789092900,hdr,43.4728745,-70.3598383,0.249,7.314,5.899,108.524,30.779,100.148,41.042,0.26,99,0.029296875,0.126953125,0.104,10.427,93.351,52.701,0.126953125,0.80078125,0.227,5.408,101.447,38.674
1789093800,hdr,43.472888,-70.3598465,0.225,6.827,5.871,99.325,30.811,98.735,40.426,0.26,88,0.029296875,0.126953125,0.09,9.858,101.157,52.671,0.126953125,0.80078125,0.207,5.452,98.417,37.993
1789094100,embedded,43.4728833,-70.3598333,0.23,6.82,5.84,103.421,34.66,100.433,44.253,0.4,97,,,,,,,,,,,,
1789094700,hdr,43.4728982,-70.3598393,0.226,6.4,5.837,101.732,31.172,97.279,41.472,0.3,101,0.029296875,0.126953125,0.099,10.212,84.215,52.609,0.126953125,0.80078125,0.204,5.305,99.754,39.032
1789095600,hdr,43.4728817,-70.3598438,0.24,6.827,5.964,102.29,33.229,98.473,44.92,0.39,70,0.029296875,0.126953125,0.102,9.846,91.668,61.89,0.126953125,0.80078125,0.217,5.485,99.738,41.015
1789095900,embedded,43.4728667,-70.3598333,0.23,6.82,5.9,99.317,34.263,95.833,45.628,0.4,102,,,,,,,,,,,,
1789096500,hdr,43.472887,-70.359847,0.226,6.827,5.946,100.822,43.736,96.46,49.648,0.31,86,0.029296875,0.126953125,0.102,10.819,98.553,62.543,0.126953125,0.80078125,0.201,5.334,96.664,46.205
1789097400,hdr,43.472906,-70.3598395,0.267,7.314,6.167,104.263,24.279,99.803,40.934,0.3,104,0.029296875,0.126953125,0.104,10.626,85.998,63.154,0.126953125,0.80078125,0.246,5.737,101.567,36.004
1789097700,embedded,43.4728667,-70.3598333,0.25,7.32,6.1,104.466,31.062,99.311,46.504,0.4,85,,,,,,,,,,,,
1789098300,hdr,43.4728928,-70.3598392,0.262,6.827,5.967,108.587,37.863,99.743,46.185,0.35,104,0.029296875,0.126953125,0.103,11.681,89.335,64.692,0.126953125,0.80078125,0.241,5.478,100.858,42.503
1789099200,hdr,43.4729063,-70.3598213,0.277,6.4,6.177,92.686,34.132,94.802,45.738,0.38,85,0.029296875,0.126953125,0.128,11.91,96.836,65.438,0.126953125,0.80078125,0.246,5.465,94.736,39.381
1789099500,embedded,43.4729167,-70.3598167,0.27,6.4,6.02,94.096,36.793,95.9,48.167,0.4,91,,,,,,,,,,,,
1789100100,hdr,43.4729242,-70.3598212,0.276,6.4,6.072,94.389,36.717,96.66,42.574,0.39,94,0.029296875,0.126953125,0.103,10.801,94.391,60.177,0.126953125,0.80078125,0.256,5.669,97.039,38.923
1789101000,hdr,43.4729342,-70.3597913,0.266,6.4,5.945,105.307,36.026,96.311,41.264,0.39,95,0.029296875,0.126953125,0.1,10.56,92.499,57.167,0.126953125,0.80078125,0.246,5.545,96.979,38.594
1789101300,embedded,43.4729333,-70.3598,0.27,6.4,6.0,96.522,37.731,94.387,43.205,0.4,97,,,,,,,,,,,,
1789101900,hdr,43.4729443,-70.3598007,0.269,6.4,5.984,101.206,33.52,92.667,46.158,0.42,101,0.029296875,0.126953125,0.104,11.245,91.909,57.412,0.126953125,0.80078125,0.248,5.527,92.755,44.339
1789102800,hdr,43.4729503,-70.3597572,0.261,6.827,5.89,94.423,35.539,95.225,44.39,0.35,94,0.029296875,0.126953125,0.089,10.685,78.399,61.817,0.126953125,0.80078125,0.245,5.564,96.929,41.621
1789103100,embedded,43.4729333,-70.3597667,0.27,6.82,5.92,97.425,35.382,93.566,46.137,0.4,102,,,,,,,,,,,,
1789103700,hdr,43.4729533,-70.3597687,0.269,6.023,5.808,96.675,33.049,97.587,39.927,0.42,96,0.029296875,0.126953125,0.09,10.756,89.977,60.071,0.126953125,0.80078125,0.253,5.49,99.152,36.997
1789104600,hdr,43.4729583,-70.3597605,0.274,6.4,5.973,95.507,33.063,91.815,41.783,0.39,95,0.029296875,0.126953125,0.117,11.347,81.576,56.484,0.126953125,0.80078125,0.248,5.407,93.297,38.737
1789104900,embedded,43.4729333,-70.3597667,0.27,6.4,5.88,99.033,34.796,95.799,44.63,0.4,97,,,,,,,,,,,,
1789105500,hdr,43.4729598,-70.359711,0.252,6.4,5.67,83.899,37.119,90.111,44.192,0.39,61,0.029296875,0.126953125,0.093,11.112,88.201,66.11,0.126953125,0.80078125,0.234,5.265,90.712,40.49
1789106400,hdr,43.4729645,-70.3596842,0.289,6.023,5.885,98.82,29.181,95.013,38.884,0.45,98,0.029296875,0.126953125,0.111,11.401,81.186,62.316,0.126953125,0.80078125,0.267,5.433,96.3,34.236
1789106700,embedded,43.47295,-70.35965,0.28,6.82,5.84,91.687,33.382,93.728,44.999,0.4,97,,,,,,,,,,,,
1789107300,hdr,43.4729635,-70.3596568,0.266,6.4,5.961,98.193,27.511,96.996,43.275,0.38,98,0.029296875,0.126953125,0.113,12.566,82.96,66.626,0.126953125,0.80078125,0.241,5.343,98.538,36.325
1789108200,hdr,43.472962,-70.3596463,0.269,6.827,5.937,89.858,30.159,92.572,42.239,0.36,91,0.029296875,0.126953125,0.1,11.53,92.198,70.439,0.126953125,0.80078125,0.249,5.509,92.562,37.308
1789108500,embedded,43.47295,-70.35965,0.26,6.4,5.96,93.997,30.806,92.952,49.524,0.4,91,,,,,,,,,,,,
1789109100,hdr,43.4729473,-70.3596407,0.252,6.023,5.903,94.192,31.918,95.129,44.155,0.32,70,0.029296875,0.126953125,0.116,12.28,90.216,62.165,0.126953125,0.80078125,0.224,5.185,96.001,39.338
1789110000,hdr,43.4729415,-70.3596445,0.254,6.023,6.174,89.506,25.96,89.538,46.975,0.33,89,0.029296875,0.126953125,0.127,13.248,77.758,69.873,0.126953125,0.80078125,0.22,5.247,91.299,37.535
1789110300,embedded,43.4729333,-70.35965,0.25,6.4,6.08,96.721,32.052,92.911,52.67,0.4,62,,,,,,,,,,,,
1789110900,hdr,43.4729407,-70.3596657,0.244,6.827,5.853,97.258,39.298,89.581,50.988,0.33,94,0.029296875,0.126953125,0.128,13.84,82.84,69.726,0.126953125,0.80078125,0.207,4.794,90.948,42.988
1789111800,hdr,43.4729357,-70.3596647,0.246,6.4,6.134,86.274,30.919,84.01,46.178,0.24,78,0.029296875,0.126953125,0.133,11.86,89.466,62.606,0.126953125,0.80078125,0.207,5.113,82.977,39.414
1789112100,embedded,43.4729333,-70.35965,0.24,6.4,5.92,82.866,36.686,84.072,54.984,0.4,80,,,,,,,,,,,,
1789112700,hdr,43.4729353,-70.359676,0.225,6.023,5.828,80.549,33.526,78.506,46.383,0.27,80,0.029296875,0.126953125,0.11,12.449,66.086,65.049,0.126953125,0.80078125,0.197,5.0,80.805,41.435
1789113600,hdr,43.4729202,-70.3596373,0.227,6.023,6.01,76.943,35.609,79.52,49.157,0.23,82,0.029296875,0.126953125,0.121,12.914,82.56,64.503,0.126953125,0.80078125,0.192,4.959,78.985,42.855
1789113900,embedded,43.4729,-70.3596167,0.22,6.02,5.98,80.386,37.116,79.668,54.327,0.4,85,,,,,,,,,,,,
1789114500,hdr,43.4729258,-70.3596315,0.224,6.4,6.182,73.069,33.149,78.292,50.346,0.2,73,0.029296875,0.126953125,0.122,13.381,72.434,64.562,0.126953125,0.80078125,0.188,5.03,79.719,44.014
1789115400,hdr,43.4729027,-70.359634,0.193,5.689,5.439,76.649,45.11,77.724,51.766,0.19,75,0.029296875,0.126953125,0.087,12.182,55.459,71.285,0.126953125,0.80078125,0.172,4.769,79.909,46.784
1789115700,embedded,43.4729,-70.3596167,0.2,6.4,5.58,71.867,39.428,76.549,58.009,0.0,85,,,,,,,,,,,,
1789116300,hdr,43.472906,-70.3596557,0.215,6.827,5.717,64.484,40.146,69.882,54.33,0.24,73,0.029296875,0.126953125,0.116,14.273,62.293,73.563,0.126953125,0.80078125,0.18,4.579,70.27,45.5
1789117200,hdr,43.4729252,-70.3596498,0.21,6.4,5.729,63.285,35.28,74.633,48.413,0.24,84,0.029296875,0.126953125,0.11,10.929,74.22,63.232,0.126953125,0.80078125,0.178,4.846,74.423,44.049
1789117500,embedded,43.4729167,-70.35965,0.21,6.82,5.74,67.386,41.133,72.42,56.265,0.4,68,,,,,,,,,,,,
1789118100,hdr,43.4729347,-70.3597263,0.203,6.827,5.617,58.089,42.078,72.875,47.529,0.22,70,0.029296875,0.126953125,0.102,11.614,80.674,64.258,0.126953125,0.80078125,0.176,4.781,70.495,42.422
1789119000,hdr,43.4729303,-70.3596818,0.212,7.877,6.242,71.753,47.253,71.116,50.501,0.21,80,0.029296875,0.126953125,0.129,12.229,68.058,61.397,0.126953125,0.80078125,0.168,4.84,72.368,45.187
1789119300,embedded,43.4729167,-70.35965,0.21,6.4,5.98,62.964,40.992,73.009,54.238,0.0,80,,,,,,,,,,,,
1789119900,hdr,43.4729307,-70.3597183,0.201,25.602,6.315,72.871,63.583,75.948,57.572,0.2,81,0.029296875,0.126953125,0.129,13.774,82.577,67.259,0.126953125,0.80078125,0.154,4.572,72.927,50.632
1789120800,hdr,43.4729025,-70.359632,0.209,6.827,5.704,72.306,46.368,77.769,53.929,0.22,77,0.029296875,0.126953125,0.115,13.124,91.639,66.138,0.126953125,0.80078125,0.174,4.573,74.973,47.831
1789121100,embedded,43.4728667,-70.3596167,0.21,7.32,5.76,77.679,46.308,78.053,60.168,0.4,85,,,,,,,,,,,,
