Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1788825600,hdr,43.472788,-70.3597132,0.266,11.378,6.796,85.894,48.841,86.107,51.948,0.39,128,0.029296875,0.126953125,0.207,11.088,83.366,53.91,0.126953125,0.80078125,0.168,4.285,90.285,49.848
1788825900,embedded,43.4727833,-70.3597,0.28,11.38,6.96,86.505,45.154,85.422,51.237,0.4,131,,,,,,,,,,,,
1788826500,hdr,43.4727865,-70.3597092,0.282,11.378,7.814,85.344,37.294,86.849,47.057,0.3,98,0.029296875,0.126953125,0.238,11.301,86.878,45.612,0.126953125,0.80078125,0.151,4.42,89.579,50.369
1788827400,hdr,43.4727963,-70.3596888,0.249,11.378,7.269,96.889,49.64,89.66,53.012,0.31,116,0.029296875,0.126953125,0.195,11.243,94.555,56.465,0.126953125,0.80078125,0.155,4.657,83.638,47.025
1788827700,embedded,43.4727833,-70.3597,0.25,11.38,7.26,86.932,44.819,87.205,52.429,0.4,108,,,,,,,,,,,,
1788828300,hdr,43.4727915,-70.3596883,0.277,11.378,7.263,76.909,37.065,77.097,45.0,0.29,114,0.029296875,0.126953125,0.223,10.865,74.507,45.279,0.126953125,0.80078125,0.165,4.528,81.961,48.154
1788829500,embedded,43.4727833,-70.3596667,0.3,11.38,8.0,81.101,40.355,82.583,46.802,0.4,120,,,,,,,,,,,,
1788830100,hdr,43.472791,-70.3596688,0.296,11.378,8.084,97.473,53.453,88.632,54.586,0.21,111,0.029296875,0.126953125,0.246,11.082,92.001,56.228,0.126953125,0.80078125,0.164,5.022,84.197,50.054
1788831000,hdr,43.4727957,-70.3596658,0.282,11.378,8.68,95.688,53.733,85.891,61.786,0.25,131,0.029296875,0.126953125,0.244,12.262,88.352,61.186,0.126953125,0.80078125,0.141,4.618,87.527,56.256
1788831300,embedded,43.4727833,-70.3596667,0.29,11.38,8.32,94.672,47.243,86.906,56.888,0.4,125,,,,,,,,,,,,
1788831900,hdr,43.4728005,-70.3596582,0.301,10.24,8.064,85.69,41.609,83.18,53.418,0.32,126,0.029296875,0.126953125,0.257,11.1,82.426,53.873,0.126953125,0.80078125,0.156,4.637,86.717,57.922
1788832800,hdr,43.4727967,-70.3596567,0.268,11.378,7.869,98.627,38.271,87.314,51.92,0.31,146,0.029296875,0.126953125,0.225,11.182,88.37,49.939,0.126953125,0.80078125,0.146,4.611,80.621,58.829
