Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1788393600,hdr,43.4728707,-70.3596335,0.358,4.096,3.817,84.931,29.649,80.679,36.935,2.02,80,0.029296875,0.126953125,0.147,10.526,76.839,50.765,0.126953125,0.80078125,0.327,3.379,81.098,34.354
1788393900,embedded,43.4728667,-70.35965,0.36,4.26,3.78,78.028,30.062,79.862,40.536,2.0,85,,,,,,,,,,,,
1788394500,hdr,43.4728835,-70.3596427,0.379,3.938,3.922,78.832,20.948,76.949,33.776,2.61,78,0.029296875,0.126953125,0.165,10.535,71.373,43.703,0.126953125,0.80078125,0.341,3.422,78.153,31.803
1788395400,hdr,43.4729582,-70.3597258,0.396,4.096,4.037,92.214,23.532,81.312,37.641,2.73,92,0.029296875,0.126953125,0.176,11.188,75.452,51.036,0.126953125,0.80078125,0.355,3.49,82.601,34.804
1788395700,embedded,43.47295,-70.3596833,0.39,4.1,3.96,87.928,26.619,77.874,41.327,2.0,85,,,,,,,,,,,,
1788396300,hdr,43.4729678,-70.3596993,0.379,4.096,3.961,85.964,31.61,79.512,40.37,2.24,85,0.029296875,0.126953125,0.167,10.706,66.794,52.31,0.126953125,0.80078125,0.34,3.441,81.971,37.872
1788397500,embedded,43.47295,-70.3597167,0.38,4.1,3.92,81.239,29.615,77.276,43.294,2.4,80,,,,,,,,,,,,
1788398100,hdr,43.4729377,-70.3597543,0.349,4.267,4.068,73.684,29.499,72.887,39.846,1.68,64,0.029296875,0.126953125,0.165,10.223,71.356,48.586,0.126953125,0.80078125,0.308,3.471,73.588,38.497
1788399000,hdr,43.4729313,-70.3597992,0.368,4.267,4.079,66.165,25.075,69.594,41.236,1.93,62,0.029296875,0.126953125,0.176,11.205,76.229,50.986,0.126953125,0.80078125,0.323,3.434,68.241,38.967
1788399300,embedded,43.47295,-70.3597833,0.36,4.26,4.14,68.139,29.334,71.353,46.579,2.0,62,,,,,,,,,,,,
1788399900,hdr,43.4729297,-70.3598157,0.356,4.096,4.072,79.785,29.957,71.865,45.91,1.98,79,0.029296875,0.126953125,0.168,11.978,62.219,61.875,0.126953125,0.80078125,0.314,3.425,73.636,40.144
1788400800,hdr,43.4729365,-70.3598282,0.36,3.938,4.006,68.493,28.035,70.977,40.516,2.28,68,0.029296875,0.126953125,0.157,10.424,76.069,50.196,0.126953125,0.80078125,0.324,3.501,70.222,38.772
1788401100,embedded,43.4729333,-70.3598167,0.34,3.94,3.96,73.233,29.12,71.675,48.164,2.0,74,,,,,,,,,,,,
1788401700,hdr,43.472923,-70.3598063,0.326,4.267,3.94,61.598,25.739,72.704,41.44,1.52,67,0.029296875,0.126953125,0.145,10.21,69.384,51.32,0.126953125,0.80078125,0.292,3.421,73.144,39.637
1788402600,hdr,43.4728993,-70.3598512,0.326,10.24,4.166,71.246,38.753,76.206,41.654,1.35,65,0.029296875,0.126953125,0.17,10.46,75.478,47.447,0.126953125,0.80078125,0.278,3.402,76.166,40.425
1788402900,embedded,43.4729,-70.3598333,0.33,4.1,4.14,77.087,34.151,74.688,44.953,1.2,80,,,,,,,,,,,,
1788403500,hdr,43.4728672,-70.3598583,0.336,4.096,4.149,83.937,27.202,78.749,40.241,1.65,77,0.029296875,0.126953125,0.168,10.054,73.185,43.787,0.126953125,0.80078125,0.291,3.469,80.545,40.29
1788404400,hdr,43.4728702,-70.3598862,0.315,4.096,4.116,92.048,27.684,85.356,43.162,1.31,88,0.029296875,0.126953125,0.156,10.706,79.521,49.586,0.126953125,0.80078125,0.274,3.431,86.546,41.942
1788404700,embedded,43.4728667,-70.3598833,0.33,3.94,4.14,83.823,28.976,81.153,46.285,1.6,85,,,,,,,,,,,,
1788405300,hdr,43.4728793,-70.359876,0.318,4.096,4.16,87.12,31.536,82.305,44.417,1.31,81,0.029296875,0.126953125,0.157,10.425,75.642,46.723,0.126953125,0.80078125,0.276,3.482,83.99,44.623
1788406200,hdr,43.4728828,-70.3598818,0.329,10.24,4.209,79.085,29.676,78.585,44.252,1.54,81,0.029296875,0.126953125,0.18,10.281,74.826,45.553,0.126953125,0.80078125,0.275,3.363,79.244,45.935
1788406500,embedded,43.4728667,-70.3598833,0.32,10.24,4.14,77.827,36.055,79.043,47.72,1.2,80,,,,,,,,,,,,
1788407100,hdr,43.4728823,-70.3598822,0.309,10.24,3.92,72.338,41.34,83.26,45.935,1.53,88,0.029296875,0.126953125,0.152,10.5,73.433,48.868,0.126953125,0.80078125,0.269,3.27,85.549,46.245
1788408000,hdr,43.4728698,-70.3598958,0.315,4.267,4.001,79.684,27.261,80.486,45.567,1.71,103,0.029296875,0.126953125,0.141,10.769,71.195,56.736,0.126953125,0.80078125,0.282,3.458,81.657,43.408
1788408300,embedded,43.4728667,-70.3598833,0.31,4.26,4.06,81.349,31.243,79.648,49.221,1.2,97,,,,,,,,,,,,
1788408900,hdr,43.472859,-70.3599027,0.318,9.309,4.501,78.542,35.511,80.221,46.389,1.18,89,0.029296875,0.126953125,0.192,10.214,75.263,48.904,0.126953125,0.80078125,0.253,3.404,82.749,46.83
1788409800,hdr,43.4728382,-70.3598993,0.31,10.24,4.499,86.471,38.292,84.928,47.269,1.28,93,0.029296875,0.126953125,0.181,10.451,85.032,47.648,0.126953125,0.80078125,0.251,3.471,85.001,48.034
1788410100,embedded,43.4728333,-70.3598833,0.31,9.3,4.42,77.242,41.023,81.094,50.442,1.2,102,,,,,,,,,,,,
1788410700,hdr,43.4728448,-70.3598967,0.306,10.24,4.674,72.866,42.814,80.414,51.257,1.07,99,0.029296875,0.126953125,0.194,10.941,72.836,53.463,0.126953125,0.80078125,0.237,3.38,84.271,49.501
1788411600,hdr,43.4728497,-70.3599037,0.315,10.24,4.562,67.768,34.554,80.867,48.782,1.26,86,0.029296875,0.126953125,0.196,11.027,77.855,47.996,0.126953125,0.80078125,0.246,3.324,83.264,49.366
1788411900,embedded,43.4728333,-70.3599,0.31,10.24,4.64,71.858,37.583,81.442,50.543,0.8,85,,,,,,,,,,,,
1788412500,hdr,43.472852,-70.3599002,0.306,10.24,4.345,79.817,43.109,86.747,54.694,1.25,92,0.029296875,0.126953125,0.191,11.632,83.94,59.721,0.126953125,0.80078125,0.239,3.099,87.952,51.271
1788413400,hdr,43.4728585,-70.3599062,0.287,9.309,3.948,83.484,45.344,87.663,52.543,1.25,113,0.029296875,0.126953125,0.16,10.391,86.063,56.892,0.126953125,0.80078125,0.239,3.084,87.775,51.394
1788413700,embedded,43.4728333,-70.3599,0.3,9.3,4.06,85.139,49.754,85.57,54.708,1.2,108,,,,,,,,,,,,
1788414300,hdr,43.4728608,-70.359884,0.291,8.533,4.005,90.438,47.34,86.203,50.914,1.1,84,0.029296875,0.126953125,0.155,10.205,79.864,54.964,0.126953125,0.80078125,0.246,3.227,88.155,49.334
1788415200,hdr,43.4728535,-70.3598678,0.295,9.309,4.275,80.469,39.876,86.06,49.707,1.38,83,0.029296875,0.126953125,0.174,10.054,79.48,48.487,0.126953125,0.80078125,0.238,3.268,89.592,50.778
1788415500,embedded,43.47285,-70.35985,0.29,10.24,4.2,75.446,41.694,85.038,50.583,1.2,85,,,,,,,,,,,,
1788416100,hdr,43.4728563,-70.3598585,0.276,10.24,4.35,89.409,47.348,91.797,49.31,1.1,90,0.029296875,0.126953125,0.161,10.454,87.185,50.657,0.126953125,0.80078125,0.224,3.345,93.696,48.732
1788417000,hdr,43.472889,-70.3598605,0.277,10.24,4.399,83.783,40.884,88.695,45.882,0.99,87,0.029296875,0.126953125,0.167,10.12,83.91,48.735,0.126953125,0.80078125,0.221,3.327,92.262,46.705
1788417300,embedded,43.4728667,-70.35985,0.28,10.24,4.34,93.415,46.353,90.552,50.666,0.8,91,,,,,,,,,,,,
1788417900,hdr,43.4729202,-70.3598575,0.259,9.309,4.293,88.715,43.065,88.458,48.552,1.02,56,0.029296875,0.126953125,0.137,10.148,94.045,56.409,0.126953125,0.80078125,0.219,3.503,87.854,46.65
