Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1789257600,hdr,43.4729992,-70.359782,0.163,25.602,6.014,200.574,69.036,92.545,66.136,0.34,77,0.029296875,0.126953125,0.116,15.322,115.67,75.357,0.126953125,0.80078125,0.114,3.694,86.771,54.989
1789257900,embedded,43.473,-70.3597833,0.16,25.6,5.86,107.103,80.488,82.369,67.706,0.4,62,,,,,,,,,,,,
1789258500,hdr,43.4729855,-70.3598015,0.163,9.309,5.639,73.224,46.255,82.379,63.328,0.31,68,0.029296875,0.126953125,0.114,12.481,86.039,68.734,0.126953125,0.80078125,0.117,3.709,80.773,61.074
1789259400,hdr,43.4729882,-70.35982,0.163,9.309,4.787,86.123,61.9,77.903,64.436,0.33,65,0.029296875,0.126953125,0.107,12.61,72.216,70.672,0.126953125,0.80078125,0.123,3.254,78.571,61.039
1789259700,embedded,43.473,-70.3598167,0.16,9.3,5.04,71.565,52.441,82.514,67.424,0.4,57,,,,,,,,,,,,
1789260300,hdr,43.4729893,-70.3597888,0.199,25.602,6.609,224.157,79.636,87.197,67.334,0.31,58,0.029296875,0.126953125,0.151,15.586,87.489,73.113,0.126953125,0.80078125,0.13,3.706,88.647,59.566
1789261500,embedded,43.4729833,-70.3597667,0.19,25.6,6.2,170.87,78.75,92.603,67.726,0.4,68,,,,,,,,,,,,
1789262100,hdr,43.4729727,-70.3597977,0.172,7.314,5.19,92.398,40.411,91.855,62.211,0.43,88,0.029296875,0.126953125,0.107,13.427,93.171,69.79,0.126953125,0.80078125,0.134,3.723,91.919,57.267
1789263000,hdr,43.4729667,-70.3598053,0.184,25.602,5.439,252.919,67.497,94.146,65.515,0.55,98,0.029296875,0.126953125,0.124,14.246,99.958,75.11,0.126953125,0.80078125,0.137,3.606,91.263,57.161
1789263300,embedded,43.4729667,-70.3597833,0.18,10.24,5.26,80.518,59.715,95.083,64.615,0.4,97,,,,,,,,,,,,
1789263900,hdr,43.4729588,-70.3598163,0.188,10.24,5.287,72.629,44.892,91.577,59.213,0.46,71,0.029296875,0.126953125,0.119,12.849,87.762,66.102,0.126953125,0.80078125,0.145,3.783,94.015,55.061
1789264800,hdr,43.4729675,-70.3598167,0.178,7.877,5.264,86.072,51.446,89.906,60.024,0.42,93,0.029296875,0.126953125,0.109,13.802,77.763,71.439,0.126953125,0.80078125,0.14,3.825,93.026,52.203
1789265100,embedded,43.4729667,-70.3598,0.18,7.88,5.22,79.981,52.593,89.725,62.364,0.4,108,,,,,,,,,,,,
1789265700,hdr,43.4729588,-70.3598243,0.188,7.877,5.419,91.25,50.563,97.799,60.54,0.4,75,0.029296875,0.126953125,0.12,13.103,117.55,70.635,0.126953125,0.80078125,0.144,3.861,92.005,52.923
1789266600,hdr,43.4729537,-70.3598255,0.175,6.827,4.588,69.078,55.537,85.73,64.61,0.43,68,0.029296875,0.126953125,0.104,13.355,86.043,73.723,0.126953125,0.80078125,0.141,3.38,86.557,59.674
1789266900,embedded,43.47295,-70.3598167,0.18,6.82,4.9,85.764,52.372,95.068,66.773,0.4,62,,,,,,,,,,,,
1789267500,hdr,43.4729577,-70.3598187,0.177,7.314,4.336,94.206,53.148,94.793,61.151,0.43,68,0.029296875,0.126953125,0.091,12.766,102.549,73.336,0.126953125,0.80078125,0.152,3.503,94.603,56.175
1789268400,hdr,43.4729423,-70.3598307,0.191,6.827,5.063,97.237,41.54,99.212,57.726,0.4,97,0.029296875,0.126953125,0.105,11.788,97.334,73.886,0.126953125,0.80078125,0.16,4.064,100.205,51.784
1789268700,embedded,43.4729333,-70.3598333,0.18,6.82,4.78,91.68,44.366,97.419,63.877,0.4,91,,,,,,,,,,,,
1789269300,hdr,43.4729597,-70.3598123,0.193,7.314,5.534,90.964,38.477,88.731,60.408,0.4,76,0.029296875,0.126953125,0.126,13.238,74.717,70.709,0.126953125,0.80078125,0.146,3.871,93.226,52.93
1789270200,hdr,43.4729638,-70.3597827,0.2,6.4,3.686,105.099,49.925,94.568,69.755,0.48,88,0.029296875,0.126953125,0.115,14.568,93.294,75.303,0.126953125,0.80078125,0.163,2.687,95.047,66.308
1789270500,embedded,43.47295,-70.3597667,0.2,7.32,4.04,88.685,51.474,88.498,69.652,0.4,74,,,,,,,,,,,,
1789271100,hdr,43.4729642,-70.359767,0.217,6.827,3.148,114.286,52.937,106.362,69.863,0.46,78,0.029296875,0.126953125,0.112,12.923,86.99,75.572,0.126953125,0.80078125,0.186,2.477,109.788,67.295
1789272000,hdr,43.4729602,-70.359771,0.219,25.602,3.403,63.234,74.183,94.152,67.304,0.46,92,0.029296875,0.126953125,0.118,14.252,70.764,72.303,0.126953125,0.80078125,0.184,2.587,99.536,64.516
1789272300,embedded,43.47295,-70.35975,0.22,6.82,3.48,100.476,46.406,97.815,70.098,0.4,102,,,,,,,,,,,,
1789272900,hdr,43.4729528,-70.3597413,0.218,6.827,4.075,92.788,40.871,92.978,63.238,0.42,94,0.029296875,0.126953125,0.126,15.059,87.654,72.226,0.126953125,0.80078125,0.178,2.979,92.523,57.769
1789273800,hdr,43.4729553,-70.3597193,0.199,6.4,3.574,90.983,47.796,94.087,64.412,0.74,73,0.029296875,0.126953125,0.099,14.309,125.886,75.485,0.126953125,0.80078125,0.173,2.873,92.273,60.245
1789274100,embedded,43.47295,-70.3597,0.21,6.82,3.8,96.529,42.709,98.556,66.071,0.4,80,,,,,,,,,,,,
1789274700,hdr,43.4729502,-70.3597038,0.197,6.827,3.997,96.023,45.98,94.719,59.919,0.7,99,0.029296875,0.126953125,0.101,12.465,107.081,74.704,0.126953125,0.80078125,0.17,3.227,94.961,55.454
1789275600,hdr,43.4729387,-70.3596638,0.187,6.4,4.1,97.316,45.375,103.033,58.601,0.53,109,0.029296875,0.126953125,0.093,13.213,117.536,74.235,0.126953125,0.80078125,0.162,3.331,102.225,53.341
