Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1789430400,hdr,43.4727908,-70.3596365,0.216,6.827,3.888,63.832,46.825,78.924,53.29,0.83,84,0.029296875,0.126953125,0.102,11.814,81.385,66.459,0.126953125,0.80078125,0.19,3.254,76.673,50.048
1789430700,embedded,43.4727667,-70.3596333,0.21,6.82,3.88,66.303,43.802,72.93,56.941,0.8,97,,,,,,,,,,,,
1789431300,hdr,43.4727715,-70.35966,0.215,6.4,4.033,84.231,38.391,82.245,53.011,0.79,88,0.029296875,0.126953125,0.1,12.426,72.419,65.404,0.126953125,0.80078125,0.19,3.401,82.713,49.861
1789432200,hdr,43.472776,-70.3596683,0.206,6.4,3.938,79.353,35.513,83.297,55.762,0.8,84,0.029296875,0.126953125,0.107,12.821,92.705,65.11,0.126953125,0.80078125,0.176,3.134,79.787,51.675
1789432500,embedded,43.4727667,-70.35965,0.21,6.4,3.98,79.81,37.605,79.665,57.534,0.8,85,,,,,,,,,,,,
1789433100,hdr,43.4727632,-70.35968,0.223,6.4,4.459,70.091,38.755,78.421,55.885,0.69,92,0.029296875,0.126953125,0.122,11.911,76.799,65.622,0.126953125,0.80078125,0.187,3.527,78.764,52.6
1789434300,embedded,43.4727667,-70.3597167,0.22,6.4,4.4,70.831,42.615,79.302,63.029,0.8,80,,,,,,,,,,,,
1789434900,hdr,43.47278,-70.3597357,0.188,6.827,3.712,56.806,46.441,78.168,58.191,0.85,79,0.029296875,0.126953125,0.081,12.041,85.663,71.146,0.126953125,0.80078125,0.169,3.21,75.8,54.515
1789435800,hdr,43.472782,-70.359814,0.198,6.4,3.482,83.904,44.67,78.708,56.959,0.93,76,0.029296875,0.126953125,0.089,12.526,60.005,65.549,0.126953125,0.80078125,0.177,2.946,80.238,54.94
1789436100,embedded,43.4727667,-70.3598,0.19,6.02,3.56,71.071,43.092,74.002,60.839,0.8,80,,,,,,,,,,,,
1789436700,hdr,43.4727892,-70.3598555,0.203,6.023,3.668,71.758,36.238,69.116,64.253,0.92,57,0.029296875,0.126953125,0.103,13.13,79.991,72.162,0.126953125,0.80078125,0.175,2.941,68.501,60.638
1789437600,hdr,43.472801,-70.3598627,0.204,8.533,3.277,57.079,52.691,60.807,63.089,0.96,85,0.029296875,0.126953125,0.103,11.397,63.619,65.217,0.126953125,0.80078125,0.176,2.637,61.936,62.708
1789437900,embedded,43.4728,-70.35985,0.2,6.4,3.46,62.66,43.568,64.783,64.228,0.8,74,,,,,,,,,,,,
1789438500,hdr,43.4728073,-70.3598668,0.213,6.023,3.49,66.473,39.48,69.503,60.097,1.11,80,0.029296875,0.126953125,0.106,12.104,63.35,60.642,0.126953125,0.80078125,0.185,2.83,72.134,59.431
1789439400,hdr,43.472822,-70.3598708,0.216,9.309,3.676,73.017,37.371,68.981,58.256,1.39,85,0.029296875,0.126953125,0.115,11.829,78.034,62.277,0.126953125,0.80078125,0.183,2.884,67.557,56.444
1789439700,embedded,43.4728167,-70.35985,0.21,9.3,3.54,74.97,39.265,72.944,60.82,1.2,45,,,,,,,,,,,,
1789440300,hdr,43.4728205,-70.3598685,0.21,8.533,3.753,76.233,45.623,71.692,57.838,1.17,59,0.029296875,0.126953125,0.117,11.028,80.19,57.929,0.126953125,0.80078125,0.175,2.899,69.624,58.393
1789441200,hdr,43.4728392,-70.3598775,0.231,8.533,3.436,74.889,47.208,67.388,59.244,1.88,62,0.029296875,0.126953125,0.131,11.351,63.156,57.082,0.126953125,0.80078125,0.19,2.574,70.952,60.125
1789441500,embedded,43.47285,-70.3598667,0.22,8.54,3.56,71.138,44.047,69.86,59.704,1.6,62,,,,,,,,,,,,
1789442100,hdr,43.4728568,-70.3598685,0.234,8.533,3.644,75.35,37.537,66.557,60.357,2.25,46,0.029296875,0.126953125,0.137,11.691,69.132,62.684,0.126953125,0.80078125,0.19,2.678,68.337,59.449
1789443000,hdr,43.4728458,-70.359864,0.247,8.533,3.806,82.003,42.312,84.114,61.922,2.11,72,0.029296875,0.126953125,0.143,11.931,109.006,68.513,0.126953125,0.80078125,0.201,2.828,79.865,58.543
1789443300,embedded,43.4728333,-70.3598667,0.24,8.54,3.7,83.091,41.357,80.189,62.983,1.6,57,,,,,,,,,,,,
1789443900,hdr,43.4728343,-70.3598653,0.256,8.533,3.537,90.477,43.965,82.269,58.098,1.6,66,0.029296875,0.126953125,0.145,10.112,92.668,58.463,0.126953125,0.80078125,0.21,2.705,80.068,58.841
1789444800,hdr,43.4728263,-70.359873,0.261,9.309,3.303,93.406,59.568,75.861,62.222,1.51,60,0.029296875,0.126953125,0.135,10.872,89.876,67.797,0.126953125,0.80078125,0.223,2.628,74.742,59.806
1789445100,embedded,43.4728167,-70.3598667,0.27,8.54,3.54,94.551,51.801,83.259,61.902,2.0,68,,,,,,,,,,,,
1789445700,hdr,43.472836,-70.359875,0.276,8.533,3.783,74.885,47.439,73.763,62.794,1.95,77,0.029296875,0.126953125,0.165,12.517,73.196,67.168,0.126953125,0.80078125,0.221,2.719,75.311,59.551
1789446600,hdr,43.4728435,-70.3598608,0.267,8.533,3.799,90.399,39.979,78.737,59.001,2.39,53,0.029296875,0.126953125,0.158,11.069,87.197,63.599,0.126953125,0.80078125,0.215,2.806,76.226,57.507
1789446900,embedded,43.4728333,-70.35985,0.27,8.54,3.76,81.215,46.851,78.844,61.206,2.0,57,,,,,,,,,,,,
1789447500,hdr,43.4728598,-70.3598528,0.252,8.533,3.783,89.248,48.519,86.577,59.168,2.11,66,0.029296875,0.126953125,0.14,10.483,92.856,60.072,0.126953125,0.80078125,0.209,2.937,85.216,58.544
1789448400,hdr,43.4728518,-70.3598487,0.24,8.533,3.982,77.541,33.885,79.851,53.839,1.79,64,0.029296875,0.126953125,0.133,9.744,77.171,50.409,0.126953125,0.80078125,0.199,3.153,82.163,55.336
1789448700,embedded,43.47285,-70.3598333,0.24,7.88,4.02,86.603,41.136,82.574,58.204,1.6,80,,,,,,,,,,,,
1789449300,hdr,43.472861,-70.3598282,0.241,7.877,4.556,76.892,40.126,78.858,55.039,1.28,41,0.029296875,0.126953125,0.139,10.75,79.317,57.276,0.126953125,0.80078125,0.196,3.532,79.218,53.828
